RepSeqName	U-ID	TrEMBL	T-KO	KEGG	K-KO	U-ID	SwissProt	S-KO
S_ruber_randomG_0026_5_21	No_Match	Hypothetical Gene	No_Match	trehalose 2-sulfotransferase [EC:2.8.2.37]	K21014	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_22	A0YTW3_LYNSP	Uncharacterized protein	No_Match	rhamnosyltransferase [EC:2.4.1.-]	K12992	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_23	A0A1J1LK21_9CYAN	Uncharacterized protein	No_Match	* arylformamidase [EC:3.5.1.9]	K07130	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_24	I4H711_MICAE	Uncharacterized protein	No_Match	dermatan/chondrotin sulfate uronyl 2-O-sulfotransferase UST [EC:2.8.2.-]	K03193	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_25	A0A1I2DXP9_9BACT	CMP-N-acetylneuraminic acid synthetase	No_Match	N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]	K00983	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_26	A0A1H7X7M8_9DELT	D-3-phosphoglycerate dehydrogenase	No_Match	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	K00058	SERA_METJA	D-3-phosphoglycerate dehydrogenase;	K00058
S_ruber_randomG_0026_5_27	A0A3M8FUR8_9BACT	SDR family oxidoreductase	No_Match	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	K00059	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_28	A0A1H7X9D9_9DELT	Uncharacterized protein	No_Match	KDO transferase III [EC:2.4.99.-]	K12981	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_29	A0A2V5URB8_9BACT	Glycosyltransferase	No_Match	alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]	K12988	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_30	A0A2E6EBV1_9GAMM	Uncharacterized protein	No_Match	colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]	K16703	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_31	No_Match	Hypothetical Gene	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_32	A0A2E6EUH2_9FLAO	Uncharacterized protein	No_Match	carbohydrate 4-sulfotransferase 9 [EC:2.8.2.-]	K09673	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_33	A0A1Q1FKE7_9EURY	Uncharacterized protein	No_Match	O-methyltransferase	K16028	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_34	No_Match	Hypothetical Gene	No_Match	(heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]	K12984	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_35	A0A3E0MX95_9BACT	Glycosyltransferase family 1 protein	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_36	A0A3E0MXA6_9BACT	Glycosyltransferase family 1 protein	No_Match	L-malate glycosyltransferase [EC:2.4.1.-]	K00754	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_37	A0A1V0DHD2_9BACT	Uncharacterized protein	No_Match	[heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]	K08104	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_38	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_39	A0A2V2RT83_9BACT	Uncharacterized protein	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_40	A0A3M2FXS0_9BACT	Glycosyltransferase	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_43	A0A2T2SX88_9BACT	Clan AA aspartic protease	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_5_44	A0A2P6C5R6_9BACT	Uncharacterized protein	No_Match	maltose O-acetyltransferase [EC:2.3.1.79]	K00661	ATRF2_STAAW	Putative acetyltransferase MW2476;	No_Match
S_ruber_randomG_0026_5_45	Q2S617_SALRD	Carbamoyltransferase family	K00612	carbamoyltransferase [EC:2.1.3.-]	K00612	NOLO_SINFN	Nodulation protein NolNO;	K00612
S_ruber_randomG_0026_5_55	No_Match	Hypothetical Gene	No_Match	DedD protein	K03749	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_6_7	A0A1V6JW09_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_6_8	A0A0S8IME0_9BACT	Uncharacterized protein	No_Match	* putative ATP-dependent endonuclease of the OLD family	K07459	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_6_9	No_Match	Hypothetical Gene	No_Match	archaeal cell division control protein 6	K10725	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_6_10	A0A1W2H8A3_9BACT	Methyltransferase domain-containing protein	No_Match	type I restriction enzyme M protein [EC:2.1.1.72]	K03427	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_6_17	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_6_35	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_10_7	A0A2H3NHP0_9BACT	Uncharacterized protein	No_Match	* putative transposase	K07494	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_14_14	Q2RYJ7_SALRD	Nuclease, putative	No_Match	* micrococcal nuclease [EC:3.1.31.1]	K01174	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_32_2	A0A3M2G4Z0_9BACT	Site-specific integrase	No_Match	integrase/recombinase XerD	K04763	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_32_6	A0A2T2UUA2_9BACT	Uncharacterized protein	No_Match	* DNA primase [EC:2.7.7.101]	K02316	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_32_7	No_Match	Hypothetical Gene	No_Match	chromosome partitioning protein	K03496	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_32_11	J6ICW6_9FLAO	HD domain protein	No_Match	GTP pyrophosphokinase [EC:2.7.6.5]	K00951	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_32_12	A0A2T2U788_9BACT	Decaprenyl-phosphate phosphoribosyltransferase	No_Match	decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]	K14136	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_32_13	No_Match	Hypothetical Gene	No_Match	photosystem II PsbX protein	K02722	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_32_14	A0A3M1T8B2_9CYAN	HAD-IB family hydrolase	No_Match	* phosphatidylglycerophosphatase C [EC:3.1.3.27]	K18697	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_32_15	A0A3M1TA06_9CYAN	SDR family oxidoreductase	No_Match	decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333]	K16652	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_32_16	A0A3M1T881_9CYAN	FAD-binding oxidoreductase	No_Match	* decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]	K16653	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_44_8	D5HAK1_SALRM	Transposase	No_Match	putative transposase	K07499	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_49_3	U2FSR4_9GAMM	Uncharacterized protein	No_Match	ArsR family transcriptional regulator	K07721	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_49_4	A0A103Z6L0_BURCE	Uncharacterized protein	No_Match	kinetochore protein NDC80	K11547	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_10	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_11	A0A2H3NHI6_9BACT	Transposase	No_Match	putative transposase	K07495	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_12	No_Match	Hypothetical Gene	No_Match	two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK [EC:2.7.13.3]	K20487	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_13	No_Match	Hypothetical Gene	No_Match	osmotically inducible lipoprotein OsmE	K04064	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_14	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_15	A0A2H0FM26_9BACT	Uncharacterized protein	No_Match	small subunit ribosomal protein S5	K02988	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_17	A0A1M6WTB1_9BACL	Site-specific recombinase XerD	No_Match	integrase/recombinase XerD	K04763	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_18	No_Match	Hypothetical Gene	No_Match	GTPase	K03977	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_19	No_Match	Hypothetical Gene	No_Match	mitofusin 2 [EC:3.6.5.-]	K06030	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_20	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_54_22	D5H480_SALRM	DNA-invertase	No_Match	serine recombinase [EC:3.1.22.- 6.5.1.-]	K21528	HIN_SALTY	DNA-invertase hin;	No_Match
S_ruber_randomG_0026_57_5	A0A2T2UWL1_9BACT	Chain-length determining protein	No_Match	tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]	K16692	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_57_6	A0A1Y1Q5W8_9GAMM	Murein biosynthesis integral membrane protein MurJ	No_Match	* putative peptidoglycan lipid II flippase	K03980	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_57_8	F6CIA2_DESK7	Glycosyl transferase family 2	No_Match	glycosyltransferase EpsH [EC:2.4.-.-]	K19425	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_57_9	A0A1M4VGF0_9FIRM	Glycosyltransferase involved in cell wall bisynthesis	No_Match	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.291]	K17248	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_57_10	No_Match	Hypothetical Gene	No_Match	transmembrane protein EpsG	K19419	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_57_11	A0A2T2S462_9BACT	UDP-glucose 4-epimerase	No_Match	* UDP-glucose 4-epimerase [EC:5.1.3.2]	K01784	GALE_METJA	Putative UDP-glucose 4-epimerase;	K01784
S_ruber_randomG_0026_57_12	A0A1M4U758_9GAMM	Glycosyltransferase involved in cell wall bisynthesis	No_Match	polysaccharide biosynthesis protein PelF	K21011	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_57_13	A0A292YQ39_9BACL	Asparagine synthetase B	No_Match	* asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	K01953	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_57_14	A0A2T2TV65_9BACT	Glycosyltransferase family 1 protein	No_Match	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.290]	K15914	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_57_15	Q2S4V9_SALRD	NAD dependent epimerase/dehydratase family protein	No_Match	* UDP-glucuronate 4-epimerase [EC:5.1.3.6]	K08679	Y1055_METJA	Uncharacterized protein MJ1055;	K08679
S_ruber_randomG_0026_57_17	A0A085L763_9FIRM	Uncharacterized protein	No_Match	* uncharacterized protein	K07066	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_64_1	A0A2Z6CL07_PLAAG	Restriction modification system DNA specificity domain protein	K01154	* type I restriction enzyme, S subunit [EC:3.1.21.3]	K01154	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_64_2	A0A2H3NQQ9_9BACT	Type I restriction enzyme R Protein	No_Match	* type I restriction enzyme, R subunit [EC:3.1.21.3]	K01153	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_64_3	A0A2H3NXB7_9BACT	Metal-dependent hydrolase	No_Match	* uncharacterized protein	K07043	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_64_6	No_Match	Hypothetical Gene	No_Match	cold shock protein	K03704	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_66_14	Q2RZA3_SALRD	Flagellin	No_Match	* flagellin	K02406	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_73_14	Q2S4V2_SALRD	IS605 family transposase orfB	K07496	* putative transposase	K07496	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_87_8	No_Match	Hypothetical Gene	No_Match	heterogeneous nuclear ribonucleoprotein M	K12887	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_100_5	D5H5X9_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_122_1	D5HAF4_SALRM	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	K03527	* 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	K03527	ISPH_THEEB	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	K03527
S_ruber_randomG_0026_124_12	D5H6E6_SALRM	dTDP-glucose 4,6-dehydratase	K01710	* dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	K01710	RMLB1_ECOLI	dTDP-glucose 4,6-dehydratase 1	K01710
S_ruber_randomG_0026_126_1	A0A355F8W1_9BACT	Uncharacterized protein	No_Match	* type I restriction enzyme, S subunit [EC:3.1.21.3]	K01154	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_126_2	A0A2H3NQM2_9BACT	Type I restriction-modification system subunit M	No_Match	* type I restriction enzyme M protein [EC:2.1.1.72]	K03427	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_126_3	No_Match	Hypothetical Gene	No_Match	uncharacterized protein	K06921	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_126_4	No_Match	Hypothetical Gene	No_Match	* type I restriction enzyme M protein [EC:2.1.1.72]	K03427	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_126_5	A0A2A8CT09_9BACT	DDE transposase	No_Match	* putative transposase	K07492	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_130_8	Q2S3Z8_SALRD	Beta-lactamase, putative	No_Match	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	K01286	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_143_10	Q2S630_SALRD	IS605 family transposase	No_Match	* putative transposase	K07496	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_160_1	Q2S5Y8_SALRD	Uncharacterized protein	No_Match	staphylococcal nuclease domain-containing protein 1	K15979	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_160_3	No_Match	Hypothetical Gene	No_Match	LIM domain-containing protein	K13977	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_160_5	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_160_6	A0A0P0RIP6_9BURK	Uncharacterized protein	No_Match	chromate transporter	K07240	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_160_7	No_Match	Hypothetical Gene	No_Match	molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]	K21029	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_189_1	A0A419ERA2_9BACT	Sigma-54-dependent Fis family transcriptional regulator	No_Match	Nif-specific regulatory protein	K02584	ZRAR_ECOLI	Transcriptional regulatory protein ZraR;	K07713
S_ruber_randomG_0026_189_2	No_Match	Hypothetical Gene	No_Match	LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon	K15852	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_189_4	A0A2E0L2N5_9CHLR	Uncharacterized protein	No_Match	competence protein ComEC	K02238	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_189_5	A0A2N5KLL6_9ACTN	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_231_1	Q2S6C3_SALRD	CAAX amino terminal protease family	No_Match	formin 2	K02184	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0026_232_2	D5H8X1_SALRM	Uncharacterized protein	No_Match	* lipopolysaccharide export system protein LptC	K11719	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_17_6	A0A1I7N9M7_9BACT	Glycosyltransferase involved in cell wall bisynthesis	No_Match	phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]	K13668	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_22_4	No_Match	Hypothetical Gene	No_Match	uncharacterized protein	K09132	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_2	A0A2E3QQW1_9BACT	Peptide transporter	No_Match	chromosome partitioning protein	K03496	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_3	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_5	A0A1V5GW23_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_7	A0A2X0RTF3_PAEPO	Uncharacterized protein	No_Match	LIM domain-binding protein 1	K15617	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_8	A0A133UGS8_9EURY	Uncharacterized protein	No_Match	* A/G-specific adenine glycosylase [EC:3.2.2.31]	K03575	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_9	No_Match	Hypothetical Gene	No_Match	* type III restriction enzyme [EC:3.1.21.5]	K01156	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_10	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_11	No_Match	Hypothetical Gene	No_Match	* DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	K00558	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_13	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_14	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_15	A0A2P6BVV5_9BACT	Uncharacterized protein	No_Match	integrase/recombinase XerD	K04763	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_16	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_58_18	A0A2E8LEB7_9ACTN	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_92_14	No_Match	Hypothetical Gene	No_Match	golgin subfamily A member 4	K20283	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_112_9	D5H7W1_SALRM	ABC transporter, ATP-binding/permease protein	No_Match	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	K11085	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_161_9	D5HAX4_SALRM	Uncharacterized protein	No_Match	heterogeneous nuclear ribonucleoprotein A1/A3	K12741	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_175_6	Q2RYR9_SALRD	X-Pro dipeptidyl-peptidase	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_190_6	D5H9J4_SALRM	Uncharacterized protein	No_Match	osteoglycin (osteoinductive factor, mimecan)	K08126	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_197_7	Q2S2C2_SALRD	Uncharacterized protein	No_Match	Wiskott-Aldrich syndrome protein	K05747	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_235_4	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_260_1	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_275_1	D5HBT0_SALRM	Uncharacterized protein	No_Match	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	K01449	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_285_2	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0027_326_5	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_1_31	A0A1V4MW22_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_1_39	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_1_50	A0A1W2H8A3_9BACT	Methyltransferase domain-containing protein	No_Match	type I restriction enzyme M protein [EC:2.1.1.72]	K03427	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_1_57	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_4	A0A2T2UST3_9BACT	Uncharacterized protein	No_Match	* transmembrane sensor	K07165	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_9	D5H525_SALRM	Putative Transposase	No_Match	* putative transposase	K07497	T629_SHISO	Transposase for insertion sequence element IS629;	No_Match
S_ruber_randomG_0028_2_12	No_Match	Hypothetical Gene	No_Match	seipin	K19365	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_13	No_Match	Hypothetical Gene	No_Match	mono-ADP-ribosyltransferase sirtuin 6 [EC:2.4.2.31]	K11416	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_14	No_Match	Hypothetical Gene	No_Match	cytochrome P450 family 2 subfamily AA/AD	K17852	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_15	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_17	A0A2E3I2W9_9BACT	Uncharacterized protein	No_Match	* chromosome partitioning protein	K03496	SOJ_BACHD	Sporulation initiation inhibitor protein Soj;	K03496
S_ruber_randomG_0028_2_18	No_Match	Hypothetical Gene	No_Match	23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]	K06970	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_20	No_Match	Hypothetical Gene	No_Match	HTH-type transcriptional regulator, cell division transcriptional repressor	K22300	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_21	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_22	No_Match	Hypothetical Gene	No_Match	DnaJ homolog subfamily C member 17	K09537	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_26	No_Match	Hypothetical Gene	No_Match	clumping factor A	K14201	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_27	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_29	A0A2T2UU82_9BACT	Uncharacterized protein	No_Match	TetR/AcrR family transcriptional regulator	K09017	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_33	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_34	D5H4B5_SALRM	Putative nuclease	No_Match	* micrococcal nuclease [EC:3.1.31.1]	K01174	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_40	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_42	No_Match	Hypothetical Gene	No_Match	* ParB family transcriptional regulator, chromosome partitioning protein	K03497	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_53	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_61	A0A0F2J6K0_9BACT	DNA methylAse containing a Zn-ribbon	No_Match	* putative DNA methylase	K07445	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_68	A0A1Q7YI06_9BACT	Uncharacterized protein	No_Match	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	K01139	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_72	Q2RZQ1_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_2_73	A0A2T2TE82_9BACT	Uncharacterized protein	No_Match	biofilm PGA synthesis protein PgaD	K11937	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_5_17	No_Match	Hypothetical Gene	No_Match	integrase/recombinase XerC	K03733	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_5_29	U7P0V5_9ALTE	Uncharacterized protein	No_Match	* type I restriction enzyme, S subunit [EC:3.1.21.3]	K01154	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_7_1	A0A271IVA3_9BACT	Uncharacterized protein	No_Match	MFS transporter, DHA1 family, multidrug resistance protein	K08153	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_7_14	A0A2T2UVB0_9BACT	Mutator family transposase	No_Match	* putative transposase	K07493	TRA5_RHIME	Transposase for insertion sequence element ISRM5;	K07493
S_ruber_randomG_0028_7_24	A0A1M5JGQ4_9BACT	Thiol:disulfide interchange protein DsbD	No_Match	* thiol:disulfide interchange protein DsbD [EC:1.8.1.8]	K04084	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_7_25	A0A2H5XH65_9BACT	Thiol-disulfide oxidoreductase ResA	No_Match	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	K02199	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0028_7_26	A0A1M5G120_9BACT	Peroxiredoxin	No_Match	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	K02199	No_Match	Hypothetical Gene	No_Match
